Date,Ibovespa,Dolar,corr_movel
2008-04-10,63527.0,1.6754000186920166,-0.9390528353191119
2008-04-11,62585.0,1.6813000440597534,-0.9379536414518632
2008-04-14,62153.0,1.6799999475479126,-0.9366361835847792
2008-04-15,62618.0,1.6815999746322632,-0.935474944284907
2008-04-16,64152.0,1.6679999828338623,-0.9349357244972294
2008-04-17,64552.0,1.6592999696731567,-0.9343028905867399
2008-04-18,64923.0,1.6605000495910645,-0.9340303166697341
2008-04-22,65413.0,1.652500033378601,-0.9338847446459625
2008-04-23,64948.0,1.6568000316619873,-0.9336723470251718
2008-04-24,64576.0,1.6675000190734863,-0.9334313481626226
2008-04-25,65187.0,1.666599988937378,-0.9332885651176291
2008-04-28,65678.0,1.674299955368042,-0.9331567987568045
2008-04-29,63826.0,1.7029999494552612,-0.9328065915976886
2008-04-30,67868.0,1.6582000255584717,-0.9326198376538296
2008-05-02,69366.0,1.6425000429153442,-0.9326278727961833
2008-05-05,70175.0,1.6574000120162964,-0.9318760576513153
2008-05-06,70195.0,1.658400058746338,-0.931076521634389
2008-05-07,69018.0,1.6692999601364136,-0.9303751264374736
2008-05-08,69722.0,1.676300048828125,-0.9292484951270839
2008-05-09,69646.0,1.690500020980835,-0.9278009820443651
2008-05-12,70416.0,1.6855000257492065,-0.9261143936928153
2008-05-13,70503.0,1.6545000076293945,-0.9253394510342223
2008-05-14,70027.0,1.6556999683380127,-0.9248122673172109
2008-05-15,71492.0,1.6514999866485596,-0.9237949629727994
2008-05-16,72767.0,1.6395000219345093,-0.9225952793738696
2008-05-19,73439.0,1.6407999992370605,-0.9209829963955001
2008-05-20,73517.0,1.6509000062942505,-0.9190623199911473
2008-05-21,72295.0,1.6460000276565552,-0.9182031252447239
2008-05-23,71452.0,1.649999976158142,-0.917723887675314
2008-05-26,71629.0,1.659600019454956,-0.9167644051448647
2008-05-27,70992.0,1.6675000190734863,-0.9158307448423193
2008-05-28,73153.0,1.6669000387191772,-0.9142445915828665
2008-05-29,71798.0,1.6431000232696533,-0.913747202234532
2008-05-30,72593.0,1.622499942779541,-0.9138028514190616
2008-06-02,71897.0,1.628999948501587,-0.9136744051542657
2008-06-03,70012.0,1.6196999549865723,-0.9137344881322282
2008-06-04,68673.0,1.6291999816894531,-0.9137882186218738
2008-06-05,71235.0,1.6295000314712524,-0.9139014442433004
2008-06-06,69786.0,1.6260000467300415,-0.9141054359727782
2008-06-09,69281.0,1.6166000366210938,-0.9143511139280491
2008-06-10,67775.0,1.6375999450683594,-0.9143194935006652
2008-06-11,66795.0,1.6399999856948853,-0.9139934694271253
2008-06-12,67322.0,1.632200002670288,-0.9135132930086679
2008-06-13,67204.0,1.6294000148773193,-0.9131547111494157
2008-06-16,67285.0,1.6224000453948975,-0.9127437083931105
2008-06-17,68438.0,1.6104999780654907,-0.9125773726987638
2008-06-18,67090.0,1.6069999933242798,-0.9118550287710688
2008-06-19,66590.0,1.5989999771118164,-0.9109607075530082
2008-06-20,64614.0,1.5992000102996826,-0.9088436827686435
2008-06-23,64640.0,1.6121000051498413,-0.9068768384046872
2008-06-24,64168.0,1.6004999876022339,-0.904152025361089
2008-06-25,65853.0,1.596500039100647,-0.9023378665218248
2008-06-26,63947.0,1.590999960899353,-0.8988471543728169
2008-06-27,64321.0,1.6009999513626099,-0.8962242779005789
2008-06-30,65018.0,1.590999960899353,-0.8938582085319895
2008-07-02,61106.0,1.5963000059127808,-0.8877059997007112
2008-07-03,59273.0,1.5920000076293945,-0.8789953756718112
2008-07-04,59365.0,1.6019999980926514,-0.8713487895309239
2008-07-07,59088.0,1.5952999591827393,-0.8629905397773766
2008-07-08,59536.0,1.6080000400543213,-0.8561264610598992
2008-07-10,60253.0,1.6064000129699707,-0.8499229672881511
2008-07-11,60148.0,1.6015000343322754,-0.8434200587071695
2008-07-14,60721.0,1.5878000259399414,-0.8368238669286229
2008-07-15,61015.0,1.5894999504089355,-0.8305899854600393
2008-07-16,62056.0,1.593400001525879,-0.8256865898691144
2008-07-17,60109.0,1.5859999656677246,-0.8180387766924311
2008-07-18,59988.0,1.5889999866485596,-0.8104978161887131
2008-07-21,60772.0,1.579200029373169,-0.8035144268496907
2008-07-22,59647.0,1.5815999507904053,-0.7954838741956367
2008-07-23,59421.0,1.5799000263214111,-0.7871839078326807
2008-07-24,57434.0,1.5779000520706177,-0.7756164433881347
2008-07-25,57199.0,1.569200038909912,-0.7631609308998681
2008-07-28,56869.0,1.5694999694824219,-0.750491655143961
2008-07-29,58043.0,1.5707000494003296,-0.7399069085466367
2008-07-30,59998.0,1.55649995803833,-0.7318101988682093
2008-07-31,59505.0,1.5618000030517578,-0.7238746652314695
2008-08-26,54359.0,1.6371999979019165,-0.7131918052580386
2008-08-27,55519.0,1.6193000078201294,-0.7030132308435428
2008-08-28,56382.0,1.6204999685287476,-0.6944131842291508
2008-08-29,55680.0,1.6306999921798706,-0.6855677703219368
2008-09-01,55162.0,1.6380000114440918,-0.6768088262356352
2008-09-02,54404.0,1.6523000001907349,-0.6678369423023918
2008-09-03,53527.0,1.6686999797821045,-0.659264768107606
2008-09-04,51409.0,1.6928000450134277,-0.6493108997170461
2008-09-05,51940.0,1.7288999557495117,-0.64252623198735
2008-09-08,50718.0,1.73580002784729,-0.6339841953673435
2008-09-09,48435.0,1.7519999742507935,-0.6236788802581341
2008-09-10,49633.0,1.777899980545044,-0.617954376157197
2008-09-11,51270.0,1.812999963760376,-0.6157142921536296
2008-09-12,52393.0,1.777500033378601,-0.6118409940718346
2008-09-15,48416.0,1.7989000082015991,-0.6074583847111875
2008-09-16,49229.0,1.8242000341415405,-0.6047031610025636
2008-09-17,45909.0,1.8782999515533447,-0.6041298409891721
2008-09-18,48423.0,1.909500002861023,-0.6059662828198435
2008-09-19,53055.0,1.815999984741211,-0.6046870834375804
2008-09-22,51541.0,1.7929999828338623,-0.6006739703402472
2008-09-23,49593.0,1.8083000183105469,-0.5958951691757216
2008-09-24,49843.0,1.8382999897003174,-0.5929548505121731
2008-09-25,51828.0,1.8287999629974365,-0.5880354498594282
2008-09-26,50783.0,1.847599983215332,-0.5820276609447641
2008-09-29,46028.0,1.909500002861023,-0.5759982567525562
2008-09-30,49541.0,1.9220000505447388,-0.5718089426917867
2008-10-01,49799.0,1.9270999431610107,-0.5683152483784767
2008-10-02,46145.0,1.9900000095367432,-0.5707230076683877
2008-10-03,44517.0,2.0220000743865967,-0.5784994334262389
2008-10-06,42101.0,2.1194000244140625,-0.5931001960742524
2008-10-07,40140.0,2.178800106048584,-0.6126339007386233
2008-10-08,38594.0,2.4000000953674316,-0.6363362604495154
2008-10-09,37080.0,2.1484999656677246,-0.6520767834101531
2008-10-10,35610.0,2.248500108718872,-0.6726850740759612
2008-10-13,40829.0,2.126199960708618,-0.6831614612233021
2008-10-14,41569.0,2.0260000228881836,-0.6904297362518684
2008-10-15,36833.0,2.115299940109253,-0.702657704308226
2008-10-16,36442.0,2.183500051498413,-0.7168568067085006
2008-10-17,36399.0,2.06850004196167,-0.7253187591850809
2008-10-20,39441.0,2.1038999557495117,-0.7338650080871358
2008-10-21,39043.0,2.1654999256134033,-0.7428938077062845
2008-10-22,35070.0,2.368000030517578,-0.7555639038004776
2008-10-23,33818.0,2.2725000381469727,-0.7676737919711615
2008-10-24,31482.0,2.2767999172210693,-0.77977156662641
2008-10-27,29435.0,2.2295000553131104,-0.7899996667249298
2008-10-28,33387.0,2.1603000164031982,-0.7974328813928294
2008-10-29,34845.0,2.1084001064300537,-0.802805998335592
2008-10-30,37449.0,2.067500114440918,-0.8066921873363139
2008-10-31,37257.0,2.0969998836517334,-0.8112861269019426
