,Dólar (PTAX),Selic Diária (%),Selic Anual (%),IPCA Anual (%),BVSP
2000-01-01,1.8003,0.069186,0.1903988694237484,0.0885,16930.0
2000-01-02,1.8003,0.069186,0.1903988694237484,0.0885,16930.0
2000-01-03,1.8003,0.069186,0.1903988694237484,0.0885,16930.0
2000-01-04,1.8329,0.069186,0.1903988694237484,0.0885,15851.0
2000-01-05,1.8536,0.06922,0.19050079662867558,0.0885,16245.0
2000-01-06,1.8453,0.069286,0.19069868013643765,0.0885,16107.0
2000-01-07,1.8273,0.069286,0.19069868013643765,0.0885,16309.0
2000-01-08,1.8273,0.069286,0.19069868013643765,0.0885,17022.0
2000-01-09,1.8273,0.069286,0.19069868013643765,0.0885,17022.0
2000-01-10,1.8153,0.06912,0.1902010355441075,0.0885,17022.0
2000-01-11,1.8211,0.068986,0.18979947355261162,0.0885,16573.0
2000-01-12,1.8306,0.068819,0.1892992083105911,0.0885,16617.0
2000-01-13,1.8185,0.068786,0.1892003782953604,0.0885,17298.0
2000-01-14,1.7989,0.068719,0.18899974857909396,0.0885,17658.0
2000-01-15,1.7989,0.068719,0.18899974857909396,0.0885,18053.0
2000-01-16,1.7989,0.068719,0.18899974857909396,0.0885,18053.0
2000-01-17,1.7949,0.068752,0.18909856198689834,0.0885,18053.0
2000-01-18,1.7916,0.068686,0.18890094335004504,0.0885,17903.0
2000-01-19,1.7976,0.068619,0.18870036395088685,0.0885,17470.0
2000-01-20,1.7793,0.068619,0.18870036395088685,0.0885,17177.0
2000-01-21,1.7776,0.068619,0.18870036395088685,0.0885,17034.0
2000-01-22,1.7776,0.068619,0.18870036395088685,0.0885,16972.0
2000-01-23,1.7776,0.068619,0.18870036395088685,0.0885,16972.0
2000-01-24,1.7644,0.068619,0.18870036395088685,0.0885,16972.0
2000-01-25,1.7733,0.068619,0.18870036395088685,0.0885,17105.0
2000-01-26,1.7761,0.068619,0.18870036395088685,0.0885,17105.0
2000-01-27,1.7745,0.068619,0.18870036395088685,0.0885,17081.0
2000-01-28,1.7867,0.068652,0.1887991525766579,0.0885,16734.0
2000-01-29,1.7867,0.068652,0.1887991525766579,0.0885,16388.0
2000-01-30,1.7867,0.068652,0.1887991525766579,0.0885,16388.0
2000-01-31,1.8016,0.068719,0.18899974857909396,0.0885,16388.0
2000-02-01,1.7924,0.068619,0.18870036395088685,0.0786,16522.0
2000-02-02,1.7892,0.068585,0.188598590282542,0.0786,16868.0
2000-02-03,1.7771,0.068619,0.18870036395088685,0.0786,17457.0
2000-02-04,1.7777,0.068652,0.1887991525766579,0.0786,17932.0
2000-02-05,1.7777,0.068652,0.1887991525766579,0.0786,18126.0
2000-02-06,1.7777,0.068652,0.1887991525766579,0.0786,18126.0
2000-02-07,1.7651,0.068619,0.18870036395088685,0.0786,18126.0
2000-02-08,1.7646,0.068619,0.18870036395088685,0.0786,18686.0
2000-02-09,1.7624,0.068619,0.18870036395088685,0.0786,18361.0
2000-02-10,1.7687,0.068619,0.18870036395088685,0.0786,18604.0
2000-02-11,1.7639,0.068585,0.188598590282542,0.0786,18083.0
2000-02-12,1.7639,0.068585,0.188598590282542,0.0786,17819.0
2000-02-13,1.7639,0.068585,0.188598590282542,0.0786,17819.0
2000-02-14,1.7691,0.068619,0.18870036395088685,0.0786,17819.0
2000-02-15,1.7756,0.068619,0.18870036395088685,0.0786,17921.0
2000-02-16,1.7724,0.068619,0.18870036395088685,0.0786,18112.0
2000-02-17,1.7732,0.068619,0.18870036395088685,0.0786,17979.0
2000-02-18,1.7697,0.068619,0.18870036395088685,0.0786,17625.0
2000-02-19,1.7697,0.068619,0.18870036395088685,0.0786,17700.0
2000-02-20,1.7697,0.068619,0.18870036395088685,0.0786,17700.0
2000-02-21,1.7776,0.068619,0.18870036395088685,0.0786,17700.0
2000-02-22,1.7817,0.068619,0.18870036395088685,0.0786,17489.0
2000-02-23,1.7878,0.068619,0.18870036395088685,0.0786,17833.0
2000-02-24,1.7771,0.068619,0.18870036395088685,0.0786,17776.0
2000-02-25,1.7733,0.068619,0.18870036395088685,0.0786,17787.0
2000-02-26,1.7733,0.068619,0.18870036395088685,0.0786,17543.0
2000-02-27,1.7733,0.068619,0.18870036395088685,0.0786,17543.0
2000-02-28,1.778,0.068619,0.18870036395088685,0.0786,17543.0
2000-02-29,1.7677,0.068619,0.18870036395088685,0.0786,17660.0
2000-03-01,1.767,0.068652,0.1887991525766579,0.0692,17953.0
2000-03-02,1.7592,0.068686,0.18890094335004504,0.0692,18016.0
2000-03-03,1.7503,0.068652,0.1887991525766579,0.0692,18632.0
2000-03-04,1.7503,0.068652,0.1887991525766579,0.0692,18283.0
2000-03-05,1.7503,0.068652,0.1887991525766579,0.0692,18283.0
2000-03-06,1.7503,0.068652,0.1887991525766579,0.0692,18283.0
2000-03-07,1.7503,0.068652,0.1887991525766579,0.0692,18283.0
2000-03-08,1.749,0.068619,0.18870036395088685,0.0692,18283.0
2000-03-09,1.7335,0.068619,0.18870036395088685,0.0692,18650.0
2000-03-10,1.7378,0.068686,0.18890094335004504,0.0692,18280.0
2000-03-11,1.7378,0.068686,0.18890094335004504,0.0692,17595.0
2000-03-12,1.7378,0.068686,0.18890094335004504,0.0692,17595.0
2000-03-13,1.7494,0.068652,0.1887991525766579,0.0692,17595.0
2000-03-14,1.7364,0.068652,0.1887991525766579,0.0692,17222.0
2000-03-15,1.7423,0.068652,0.1887991525766579,0.0692,17382.0
2000-03-16,1.7349,0.068652,0.1887991525766579,0.0692,17642.0
2000-03-17,1.7399,0.068652,0.1887991525766579,0.0692,17511.0
2000-03-18,1.7399,0.068652,0.1887991525766579,0.0692,17526.0
2000-03-19,1.7399,0.068652,0.1887991525766579,0.0692,17526.0
2000-03-20,1.738,0.068652,0.1887991525766579,0.0692,17526.0
2000-03-21,1.7373,0.068619,0.18870036395088685,0.0692,18343.0
2000-03-22,1.7297,0.068652,0.1887991525766579,0.0692,18314.0
2000-03-23,1.7234,0.068752,0.18909856198689834,0.0692,18331.0
2000-03-24,1.7226,0.068853,0.1894010417311669,0.0692,18675.0
2000-03-25,1.7226,0.068853,0.1894010417311669,0.0692,18951.0
2000-03-26,1.7226,0.068853,0.1894010417311669,0.0692,18951.0
2000-03-27,1.7354,0.069153,0.19029994839014708,0.0692,18951.0
2000-03-28,1.7448,0.068619,0.18870036395088685,0.0692,18338.0
2000-03-29,1.7371,0.067716,0.1860003187257866,0.0692,18053.0
2000-03-30,1.7514,0.067716,0.1860003187257866,0.0692,17647.0
2000-03-31,1.7465,0.067448,0.18520015254936784,0.0692,17820.0
2000-04-01,1.7465,0.067448,0.18520015254936784,0.0677,17245.0
2000-04-02,1.7465,0.067448,0.18520015254936784,0.0677,17245.0
2000-04-03,1.7399,0.067347,0.18489873691290093,0.0677,17245.0
2000-04-04,1.7417,0.067481,0.18529865143779634,0.0677,16758.0
2000-04-05,1.7524,0.067883,0.1864992018273144,0.0677,16714.0
2000-04-06,1.7415,0.067917,0.18660079644841043,0.0677,17146.0
2000-04-07,1.7431,0.06785,0.1864006035686523,0.0677,17514.0
2000-04-08,1.7431,0.06785,0.1864006035686523,0.0677,16783.0
2000-04-09,1.7431,0.06785,0.1864006035686523,0.0677,16783.0
2000-04-10,1.7379,0.067682,0.18589877531255583,0.0677,16783.0
2000-04-11,1.744,0.067883,0.1864992018273144,0.0677,16539.0
2000-04-12,1.7463,0.06785,0.1864006035686523,0.0677,16323.0
2000-04-13,1.7625,0.067883,0.1864992018273144,0.0677,15501.0
2000-04-14,1.7825,0.06785,0.1864006035686523,0.0677,14794.0
2000-04-15,1.7825,0.06785,0.1864006035686523,0.0677,14816.0
2000-04-16,1.7825,0.06785,0.1864006035686523,0.0677,14816.0
2000-04-17,1.7865,0.067883,0.1864992018273144,0.0677,14816.0
2000-04-18,1.7688,0.067816,0.18629902601970194,0.0677,15408.0
2000-04-19,1.7654,0.067515,0.18540014366887014,0.0677,14926.0
2000-04-20,1.7776,0.067883,0.1864992018273144,0.0677,15203.0
2000-04-21,1.7776,0.067883,0.1864992018273144,0.0677,14794.0
2000-04-22,1.7776,0.067883,0.1864992018273144,0.0677,14794.0
2000-04-23,1.7776,0.067883,0.1864992018273144,0.0677,14794.0
2000-04-24,1.7908,0.067783,0.18620044432967653,0.0677,14794.0
2000-04-25,1.788,0.067749,0.186098883849948,0.0677,15401.0
2000-04-26,1.7977,0.06785,0.1864006035686523,0.0677,15446.0
2000-04-27,1.8075,0.067883,0.1864992018273144,0.0677,15440.0
2000-04-28,1.8059,0.067783,0.18620044432967653,0.0677,15538.0
2000-04-29,1.8059,0.067783,0.18620044432967653,0.0677,15524.0
2000-04-30,1.8059,0.067783,0.18620044432967653,0.0677,15524.0
2000-05-01,1.8059,0.067783,0.18620044432967653,0.0647,15524.0
2000-05-02,1.8,0.067716,0.1860003187257866,0.0647,15524.0
2000-05-03,1.8154,0.06785,0.1864006035686523,0.0647,15109.0
2000-05-04,1.8136,0.06785,0.1864006035686523,0.0647,14970.0
2000-05-05,1.811,0.06785,0.1864006035686523,0.0647,15218.0
2000-05-06,1.811,0.06785,0.1864006035686523,0.0647,14891.0
2000-05-07,1.811,0.06785,0.1864006035686523,0.0647,14891.0
2000-05-08,1.805,0.067682,0.18589877531255583,0.0647,14891.0
2000-05-09,1.8071,0.06728,0.18469883005110033,0.0647,14582.0
2000-05-10,1.8161,0.06728,0.18469883005110033,0.0647,14434.0
2000-05-11,1.8154,0.067347,0.18489873691290093,0.0647,14499.0
2000-05-12,1.8258,0.067247,0.18460038081037644,0.0647,14459.0
2000-05-13,1.8258,0.067247,0.18460038081037644,0.0647,15056.0
2000-05-14,1.8258,0.067247,0.18460038081037644,0.0647,15056.0
2000-05-15,1.8374,0.06728,0.18469883005110033,0.0647,15056.0
2000-05-16,1.819,0.067381,0.18500019503687914,0.0647,15360.0
2000-05-17,1.8284,0.067347,0.18489873691290093,0.0647,14871.0
2000-05-18,1.8297,0.067314,0.1848002711257124,0.0647,14627.0
2000-05-19,1.8446,0.067314,0.1848002711257124,0.0647,14327.0
2000-05-20,1.8446,0.067314,0.1848002711257124,0.0647,13891.0
2000-05-21,1.8446,0.067314,0.1848002711257124,0.0647,13891.0
2000-05-22,1.846,0.067347,0.18489873691290093,0.0647,13891.0
2000-05-23,1.8529,0.067347,0.18489873691290093,0.0647,13587.0
2000-05-24,1.8529,0.067347,0.18489873691290093,0.0647,14166.0
2000-05-25,1.8384,0.067381,0.18500019503687914,0.0647,14186.0
2000-05-26,1.8447,0.067381,0.18500019503687914,0.0647,14542.0
2000-05-27,1.8447,0.067381,0.18500019503687914,0.0647,14773.0
2000-05-28,1.8447,0.067381,0.18500019503687914,0.0647,14773.0
2000-05-29,1.838,0.067347,0.18489873691290093,0.0647,14773.0
2000-05-30,1.8297,0.067247,0.18460038081037644,0.0647,15249.0
2000-05-31,1.8258,0.06718,0.18440052408511587,0.0647,14957.0
2000-06-01,1.8194,0.06718,0.18440052408511587,0.06509999999999999,15450.0
2000-06-02,1.8096,0.067146,0.1842991171005428,0.06509999999999999,16222.0
2000-06-03,1.8096,0.067146,0.1842991171005428,0.06509999999999999,16023.0
2000-06-04,1.8096,0.067146,0.1842991171005428,0.06509999999999999,16023.0
2000-06-05,1.7925,0.067079,0.18409931100060795,0.06509999999999999,16023.0
2000-06-06,1.7891,0.067012,0.18389953847671925,0.06509999999999999,15947.0
2000-06-07,1.8028,0.066945,0.1836997995231906,0.06509999999999999,16272.0
2000-06-08,1.794,0.066878,0.18350009413453572,0.06509999999999999,16399.0
2000-06-09,1.7991,0.066811,0.18330042230507027,0.06509999999999999,16342.0
2000-06-10,1.7991,0.066811,0.18330042230507027,0.06509999999999999,16097.0
2000-06-11,1.7991,0.066811,0.18330042230507027,0.06509999999999999,16097.0
2000-06-12,1.8032,0.066777,0.18319910913627746,0.06509999999999999,16097.0
2000-06-13,1.8092,0.066777,0.18319910913627746,0.06509999999999999,16354.0
2000-06-14,1.8099,0.066777,0.18319910913627746,0.06509999999999999,16366.0
2000-06-15,1.8071,0.066777,0.18319910913627746,0.06509999999999999,16561.0
2000-06-16,1.8065,0.066811,0.18330042230507027,0.06509999999999999,16425.0
2000-06-17,1.8065,0.066811,0.18330042230507027,0.06509999999999999,16850.0
2000-06-18,1.8065,0.066811,0.18330042230507027,0.06509999999999999,16850.0
2000-06-19,1.8022,0.066811,0.18330042230507027,0.06509999999999999,16850.0
2000-06-20,1.7983,0.066777,0.18319910913627746,0.06509999999999999,16844.0
2000-06-21,1.8113,0.06405,0.17510127079131443,0.06509999999999999,17254.0
2000-06-22,1.8113,0.06405,0.17510127079131443,0.06509999999999999,16977.0
2000-06-23,1.8195,0.064016,0.17500065685087463,0.06509999999999999,16977.0
2000-06-24,1.8195,0.064016,0.17500065685087463,0.06509999999999999,16745.0
2000-06-25,1.8195,0.064016,0.17500065685087463,0.06509999999999999,16745.0
2000-06-26,1.8274,0.063881,0.17460124498917828,0.06509999999999999,16745.0
2000-06-27,1.8227,0.063678,0.17400090244043942,0.06509999999999999,16512.0
2000-06-28,1.8187,0.063644,0.173900382341581,0.06509999999999999,16842.0
2000-06-29,1.8164,0.063475,0.1734008655117587,0.06509999999999999,16407.0
2000-06-30,1.7992,0.063305,0.1728986065545064,0.06509999999999999,16728.0
2000-07-01,1.7992,0.063305,0.1728986065545064,0.0706,17089.0
2000-07-02,1.7992,0.063305,0.1728986065545064,0.0706,17089.0
2000-07-03,1.8072,0.063204,0.1726003070522053,0.0706,17089.0
2000-07-04,1.8113,0.063068,0.1721987558121265,0.0706,17279.0
2000-07-05,1.8039,0.063102,0.17229913077995818,0.0706,17135.0
2000-07-06,1.7962,0.063272,0.1728011340482376,0.0706,17348.0
2000-07-07,1.7964,0.063272,0.1728011340482376,0.0706,17599.0
2000-07-08,1.7964,0.063272,0.1728011340482376,0.0706,17472.0
2000-07-09,1.7964,0.063272,0.1728011340482376,0.0706,17472.0
2000-07-10,1.7998,0.062356,0.17009875139024633,0.0706,17472.0
2000-07-11,1.7964,0.062187,0.16960084581882207,0.0706,16881.0
2000-07-12,1.8026,0.062255,0.1698011611441157,0.0706,17053.0
2000-07-13,1.8096,0.062119,0.16940056465918585,0.0706,16444.0
2000-07-14,1.8098,0.062153,0.1695007009686924,0.0706,16881.0
2000-07-15,1.8098,0.062153,0.1695007009686924,0.0706,17388.0
2000-07-16,1.8098,0.062153,0.1695007009686924,0.0706,17388.0
2000-07-17,1.7971,0.062153,0.1695007009686924,0.0706,17388.0
2000-07-18,1.7962,0.062119,0.16940056465918585,0.0706,17369.0
2000-07-19,1.8036,0.062017,0.1691002069676757,0.0706,16928.0
2000-07-20,1.8007,0.060895,0.1658013395017226,0.0706,17204.0
2000-07-21,1.7913,0.06069,0.16519960777817944,0.0706,17318.0
2000-07-22,1.7913,0.06069,0.16519960777817944,0.0706,17386.0
2000-07-23,1.7913,0.06069,0.16519960777817944,0.0706,17386.0
2000-07-24,1.7948,0.060724,0.1652993857827494,0.0706,17386.0
2000-07-25,1.789,0.060588,0.16490032481867734,0.0706,17049.0
2000-07-26,1.7917,0.060588,0.16490032481867734,0.0706,17121.0
2000-07-27,1.7839,0.06052,0.1647008453837191,0.0706,16949.0
2000-07-28,1.782,0.060417,0.1643987575069059,0.0706,16486.0
2000-07-29,1.782,0.060417,0.1643987575069059,0.0706,16455.0
2000-07-30,1.782,0.060417,0.1643987575069059,0.0706,16455.0
2000-07-31,1.774,0.060247,0.1639003365559384,0.0706,16455.0
2000-08-01,1.7872,0.060281,0.16400000374300228,0.0786,16290.0
2000-08-02,1.7908,0.060417,0.1643987575069059,0.0786,16314.0
2000-08-03,1.8071,0.060383,0.16429905631216446,0.0786,16721.0
2000-08-04,1.7911,0.060417,0.1643987575069059,0.0786,16761.0
2000-08-05,1.7911,0.060417,0.1643987575069059,0.0786,16996.0
2000-08-06,1.7911,0.060417,0.1643987575069059,0.0786,16996.0
2000-08-07,1.7953,0.060554,0.16480058084788007,0.0786,16996.0
2000-08-08,1.7984,0.060588,0.16490032481867734,0.0786,16885.0
2000-08-09,1.7942,0.060758,0.16539917229763468,0.0786,16534.0
2000-08-10,1.7954,0.060826,0.1655987708609179,0.0786,16835.0
2000-08-11,1.7951,0.060963,0.1660010066710702,0.0786,17395.0
2000-08-12,1.7951,0.060963,0.1660010066710702,0.0786,17811.0
2000-08-13,1.7951,0.060963,0.1660010066710702,0.0786,17811.0
2000-08-14,1.8013,0.060963,0.1660010066710702,0.0786,17811.0
2000-08-15,1.8048,0.06052,0.1647008453837191,0.0786,17744.0
2000-08-16,1.8062,0.060417,0.1643987575069059,0.0786,17331.0
2000-08-17,1.8088,0.060724,0.1652993857827494,0.0786,17703.0
2000-08-18,1.8166,0.060963,0.1660010066710702,0.0786,17314.0
2000-08-19,1.8166,0.060963,0.1660010066710702,0.0786,17083.0
2000-08-20,1.8166,0.060963,0.1660010066710702,0.0786,17083.0
2000-08-21,1.8191,0.06086,0.16569858291089212,0.0786,17083.0
2000-08-22,1.8161,0.060929,0.16590116882912387,0.0786,17224.0
2000-08-23,1.8178,0.060826,0.1655987708609179,0.0786,17450.0
2000-08-24,1.8196,0.060963,0.1660010066710702,0.0786,17311.0
2000-08-25,1.8205,0.060963,0.1660010066710702,0.0786,17643.0
2000-08-26,1.8205,0.060963,0.1660010066710702,0.0786,17460.0
2000-08-27,1.8205,0.060963,0.1660010066710702,0.0786,17460.0
2000-08-28,1.8269,0.060963,0.1660010066710702,0.0786,17460.0
2000-08-29,1.8341,0.060963,0.1660010066710702,0.0786,17355.0
2000-08-30,1.8251,0.06052,0.1647008453837191,0.0786,17414.0
2000-08-31,1.8226,0.060315,0.16409967943096748,0.0786,17347.0
2000-09-01,1.821,0.060281,0.16400000374300228,0.07769999999999999,17577.0
2000-09-02,1.821,0.060281,0.16400000374300228,0.07769999999999999,17613.0
2000-09-03,1.821,0.060281,0.16400000374300228,0.07769999999999999,17613.0
2000-09-04,1.8247,0.060281,0.16400000374300228,0.07769999999999999,17613.0
2000-09-05,1.8286,0.060247,0.1639003365559384,0.07769999999999999,17425.0
2000-09-06,1.8199,0.060724,0.1652993857827494,0.07769999999999999,17590.0
2000-09-07,1.8199,0.060724,0.1652993857827494,0.07769999999999999,17433.0
2000-09-08,1.8216,0.060792,0.16549896732342817,0.07769999999999999,17433.0
2000-09-09,1.8216,0.060792,0.16549896732342817,0.07769999999999999,17288.0
2000-09-10,1.8216,0.060792,0.16549896732342817,0.07769999999999999,17288.0
2000-09-11,1.8191,0.060895,0.1658013395017226,0.07769999999999999,17288.0
2000-09-12,1.8271,0.060929,0.16590116882912387,0.07769999999999999,16883.0
2000-09-13,1.8312,0.060963,0.1660010066710702,0.07769999999999999,16999.0
2000-09-14,1.8309,0.060963,0.1660010066710702,0.07769999999999999,16769.0
2000-09-15,1.843,0.060963,0.1660010066710702,0.07769999999999999,16563.0
2000-09-16,1.843,0.060963,0.1660010066710702,0.07769999999999999,15913.0
2000-09-17,1.843,0.060963,0.1660010066710702,0.07769999999999999,15913.0
2000-09-18,1.855,0.060963,0.1660010066710702,0.07769999999999999,15913.0
2000-09-19,1.853,0.060929,0.16590116882912387,0.07769999999999999,16188.0
2000-09-20,1.8538,0.060963,0.1660010066710702,0.07769999999999999,16078.0
2000-09-21,1.8509,0.060963,0.1660010066710702,0.07769999999999999,16146.0
2000-09-22,1.8586,0.060963,0.1660010066710702,0.07769999999999999,16353.0
2000-09-23,1.8586,0.060963,0.1660010066710702,0.07769999999999999,16319.0
2000-09-24,1.8586,0.060963,0.1660010066710702,0.07769999999999999,16319.0
2000-09-25,1.8412,0.060963,0.1660010066710702,0.07769999999999999,16319.0
2000-09-26,1.8498,0.060963,0.1660010066710702,0.07769999999999999,16255.0
2000-09-27,1.8484,0.060929,0.16590116882912387,0.07769999999999999,15848.0
2000-09-28,1.8471,0.060929,0.16590116882912387,0.07769999999999999,16014.0
2000-09-29,1.8429,0.060963,0.1660010066710702,0.07769999999999999,15928.0
2000-09-30,1.8429,0.060963,0.1660010066710702,0.07769999999999999,15559.0
2000-10-01,1.8429,0.060963,0.1660010066710702,0.0665,15559.0
2000-10-02,1.8475,0.060929,0.16590116882912387,0.0665,15559.0
2000-10-03,1.849,0.06086,0.16569858291089212,0.0665,15633.0
2000-10-04,1.8521,0.060963,0.1660010066710702,0.0665,15876.0
2000-10-05,1.8493,0.060929,0.16590116882912387,0.0665,16362.0
2000-10-06,1.8512,0.060963,0.1660010066710702,0.0665,15946.0
2000-10-07,1.8512,0.060963,0.1660010066710702,0.0665,15855.0
2000-10-08,1.8512,0.060963,0.1660010066710702,0.0665,15855.0
2000-10-09,1.8566,0.060929,0.16590116882912387,0.0665,15855.0
2000-10-10,1.8533,0.060929,0.16590116882912387,0.0665,15747.0
2000-10-11,1.8595,0.060963,0.1660010066710702,0.0665,15526.0
2000-10-12,1.8595,0.060963,0.1660010066710702,0.0665,15385.0
2000-10-13,1.8756,0.060963,0.1660010066710702,0.0665,15385.0
2000-10-14,1.8756,0.060963,0.1660010066710702,0.0665,15242.0
2000-10-15,1.8756,0.060963,0.1660010066710702,0.0665,15242.0
2000-10-16,1.8696,0.060963,0.1660010066710702,0.0665,15242.0
2000-10-17,1.8659,0.060963,0.1660010066710702,0.0665,14870.0
2000-10-18,1.8787,0.060963,0.1660010066710702,0.0665,14421.0
2000-10-19,1.8706,0.060963,0.1660010066710702,0.0665,14845.0
2000-10-20,1.8788,0.060963,0.1660010066710702,0.0665,14529.0
2000-10-21,1.8788,0.060963,0.1660010066710702,0.0665,13990.0
2000-10-22,1.8788,0.060963,0.1660010066710702,0.0665,13990.0
2000-10-23,1.891,0.060963,0.1660010066710702,0.0665,13990.0
2000-10-24,1.8973,0.060963,0.1660010066710702,0.0665,13799.0
2000-10-25,1.9274,0.060963,0.1660010066710702,0.0665,13665.0
2000-10-26,1.9332,0.060963,0.1660010066710702,0.0665,14223.0
2000-10-27,1.9232,0.060963,0.1660010066710702,0.0665,14692.0
2000-10-28,1.9232,0.060963,0.1660010066710702,0.0665,14891.0
2000-10-29,1.9232,0.060963,0.1660010066710702,0.0665,14891.0
2000-10-30,1.9176,0.060963,0.1660010066710702,0.0665,14891.0
2000-10-31,1.9082,0.060929,0.16590116882912387,0.0665,14867.0
2000-11-01,1.9091,0.060724,0.1652993857827494,0.0599,14791.0
2000-11-02,1.9091,0.060724,0.1652993857827494,0.0599,14534.0
2000-11-03,1.9278,0.060452,0.16450139997235103,0.0599,14534.0
2000-11-04,1.9278,0.060452,0.16450139997235103,0.0599,14801.0
2000-11-05,1.9278,0.060452,0.16450139997235103,0.0599,14801.0
2000-11-06,1.9454,0.060281,0.16400000374300228,0.0599,14801.0
2000-11-07,1.9565,0.060417,0.1643987575069059,0.0599,14969.0
2000-11-08,1.9495,0.060622,0.1650000772968987,0.0599,14656.0
2000-11-09,1.9675,0.060758,0.16539917229763468,0.0599,14524.0
2000-11-10,1.9558,0.060963,0.1660010066710702,0.0599,14626.0
2000-11-11,1.9558,0.060963,0.1660010066710702,0.0599,14372.0
2000-11-12,1.9558,0.060963,0.1660010066710702,0.0599,14372.0
2000-11-13,1.9571,0.060963,0.1660010066710702,0.0599,14372.0
2000-11-14,1.9433,0.060963,0.1660010066710702,0.0599,14540.0
2000-11-15,1.9433,0.060963,0.1660010066710702,0.0599,14490.0
2000-11-16,1.9478,0.060963,0.1660010066710702,0.0599,14490.0
2000-11-17,1.9601,0.060963,0.1660010066710702,0.0599,14323.0
2000-11-18,1.9601,0.060963,0.1660010066710702,0.0599,14500.0
2000-11-19,1.9601,0.060963,0.1660010066710702,0.0599,14500.0
2000-11-20,1.9357,0.060963,0.1660010066710702,0.0599,14500.0
2000-11-21,1.9092,0.060929,0.16590116882912387,0.0599,14784.0
2000-11-22,1.9314,0.060452,0.16450139997235103,0.0599,14577.0
2000-11-23,1.9405,0.060486,0.1646011184254068,0.0599,14314.0
2000-11-24,1.9552,0.060383,0.16429905631216446,0.0599,14336.0
2000-11-25,1.9552,0.060383,0.16429905631216446,0.0599,14008.0
2000-11-26,1.9552,0.060383,0.16429905631216446,0.0599,14008.0
2000-11-27,1.9563,0.060452,0.16450139997235103,0.0599,14008.0
2000-11-28,1.977,0.06052,0.1647008453837191,0.0599,13914.0
2000-11-29,1.9602,0.060349,0.16419936362042575,0.0599,13788.0
2000-11-30,1.9588,0.060281,0.16400000374300228,0.0599,13287.0
2000-12-01,1.9787,0.060281,0.16400000374300228,0.059699999999999996,13437.0
2000-12-02,1.9787,0.060281,0.16400000374300228,0.059699999999999996,13510.0
2000-12-03,1.9787,0.060281,0.16400000374300228,0.059699999999999996,13510.0
2000-12-04,1.9839,0.060213,0.16380067786898844,0.059699999999999996,13510.0
2000-12-05,1.964,0.060179,0.1637010276813653,0.059699999999999996,14182.0
2000-12-06,1.9649,0.060179,0.1637010276813653,0.059699999999999996,13945.0
2000-12-07,1.969,0.060145,0.1636013859924772,0.059699999999999996,14460.0
2000-12-08,1.9687,0.060145,0.1636013859924772,0.059699999999999996,14983.0
2000-12-09,1.9687,0.060145,0.1636013859924772,0.059699999999999996,15188.0
2000-12-10,1.9687,0.060145,0.1636013859924772,0.059699999999999996,15188.0
2000-12-11,1.964,0.06011,0.16349882254215853,0.059699999999999996,15188.0
2000-12-12,1.9668,0.060076,0.16339919809835224,0.059699999999999996,14906.0
2000-12-13,1.9615,0.06011,0.16349882254215853,0.059699999999999996,15291.0
2000-12-14,1.9627,0.060076,0.16339919809835224,0.059699999999999996,15259.0
2000-12-15,1.967,0.060042,0.16329958215102902,0.059699999999999996,14988.0
2000-12-16,1.967,0.060042,0.16329958215102902,0.059699999999999996,15083.0
2000-12-17,1.967,0.060042,0.16329958215102902,0.059699999999999996,15083.0
2000-12-18,1.9531,0.060008,0.16319997469940195,0.059699999999999996,15083.0
2000-12-19,1.9548,0.059974,0.16310037574287994,0.059699999999999996,15336.0
2000-12-20,1.9551,0.059974,0.16310037574287994,0.059699999999999996,14622.0
2000-12-21,1.957,0.058298,0.15820124825159065,0.059699999999999996,14505.0
2000-12-22,1.9516,0.058298,0.15820124825159065,0.059699999999999996,14652.0
2000-12-23,1.9516,0.058298,0.15820124825159065,0.059699999999999996,14795.0
2000-12-24,1.9516,0.058298,0.15820124825159065,0.059699999999999996,14795.0
2000-12-25,1.9516,0.058298,0.15820124825159065,0.059699999999999996,14795.0
2000-12-26,1.957,0.058332,0.15830042934598798,0.059699999999999996,14795.0
2000-12-27,1.96,0.058229,0.15799999497327266,0.059699999999999996,15186.0
2000-12-28,1.9546,0.058366,0.15839961889986176,0.059699999999999996,15259.0
2000-12-29,1.9546,0.058366,0.15839961889986176,0.059699999999999996,15425.0
2000-12-30,1.9546,0.058366,0.15839961889986176,0.059699999999999996,15425.0
2000-12-31,1.9546,0.058366,0.15839961889986176,0.059699999999999996,15425.0
2001-01-01,1.9546,0.058366,0.15839961889986176,0.0592,15425.0
2001-01-02,1.9376,0.0584,0.15849881691399492,0.0592,15425.0
2001-01-03,1.9414,0.058195,0.15790083950192235,0.0592,16599.0
2001-01-04,1.9349,0.058332,0.15830042934598798,0.0592,16675.0
2001-01-05,1.9476,0.058229,0.15799999497327266,0.0592,16410.0
2001-01-06,1.9476,0.058229,0.15799999497327266,0.0592,16562.0
2001-01-07,1.9476,0.058229,0.15799999497327266,0.0592,16562.0
2001-01-08,1.9516,0.058229,0.15799999497327266,0.0592,16562.0
2001-01-09,1.9433,0.058229,0.15799999497327266,0.0592,16976.0
2001-01-10,1.9421,0.057749,0.1566009358012057,0.0592,16919.0
2001-01-11,1.9455,0.057714,0.15649898695131625,0.0592,17024.0
2001-01-12,1.95,0.057714,0.15649898695131625,0.0592,16850.0
